ID,ementa detalhada,temas,sub_ementas,tokens_temas,tema_principal,similaridade,cluster,Tema_Cluster
12227,"Altera a Lei nº 14.790, de 29 de dezembro de 2023

.","Comunicações, Esporte e Lazer, Indústria, Comércio e Serviços","['Altera a Lei nº 14.790', 'de 29 de dezembro de 2023\n\n.']","['Comunicações', 'Esporte e Lazer', 'Indústria', 'Comércio e Serviços']",Comunicações,0.447552273273468,25,Finanças Públicas e Orçamento
12239,"Altera a Lei nº 14.751, de 12 de Dezembro de 2023.",Defesa e Segurança,"['Altera a Lei nº 14.751', 'de 12 de Dezembro de 2023.']",['Defesa e Segurança'],Defesa e Segurança,0.42183924093842506,15,Direitos Humanos e Minorias
12251,"Altera a Lei nº 8.080, de 19 de setembro de 1990.","Administração Pública, Saúde","['Altera a Lei nº 8.080', 'de 19 de setembro de 1990.']","['Administração Pública', 'Saúde']",Administração Pública,0.42468518716223697,36,Finanças Públicas e Orçamento
12256,"Altera a Lei nº 12.732, de 22 de novembro de 2012.","Saúde, Viação, Transporte e Mobilidade","['Altera a Lei nº 12.732', 'de 22 de novembro de 2012.']","['Saúde', 'Viação', 'Transporte e Mobilidade']",Saúde,0.4228244585295518,15,Direitos Humanos e Minorias
12317,Altera o Decreto-lei nº 5.452 de 1943.,"Direito Civil e Processual Civil, Direito e Justiça, Trabalho e Emprego",['Altera o Decreto-lei nº 5.452 de 1943.'],"['Direito Civil e Processual Civil', 'Direito e Justiça', 'Trabalho e Emprego']",Direito Civil e Processual Civil,0.49006038904190063,49,Direito Civil e Processual Civil
12336,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940.",Direito Penal e Processual Penal,"['Altera o Decreto-lei nº 2.848', 'de 7 de dezembro de 1940.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4400586000195256,7,Finanças Públicas e Orçamento
12337,"Altera a Lei nº 8.009, de 29 de março de 1990.","Direito Civil e Processual Civil, Direito e Justiça","['Altera a Lei nº 8.009', 'de 29 de março de 1990.']","['Direito Civil e Processual Civil', 'Direito e Justiça']",Direito Civil e Processual Civil,0.4547277065840635,45,Direitos Humanos e Minorias
12367,"Altera a Lei nº 12.965, de 23 de abril de 2014.",Comunicações,"['Altera a Lei nº 12.965', 'de 23 de abril de 2014.']",['Comunicações'],Comunicações,0.35429840750164454,17,Comunicações
12387,"Altera a Lei nº 4.117, de 27 de Agosto de 1962.","Comunicações, Política, Partidos e Eleições","['Altera a Lei nº 4.117', 'de 27 de Agosto de 1962.']","['Comunicações', 'Política', 'Partidos e Eleições']",Comunicações,0.4729436238606771,39,Direito Penal e Processual Penal
12391,"Altera a Lei nº 10.741, de 1º de Outubro de 2003.","Direito Penal e Processual Penal, Direitos Humanos e Minorias","['Altera a Lei nº 10.741', 'de 1º de Outubro de 2003.']","['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46332501477383553,34,Direito Penal e Processual Penal
12398,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940.",Direito Penal e Processual Penal,"['Altera o Decreto-Lei nº 2.848', 'de 7 de Dezembro de 1940.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4698389100807685,16,Direito Civil e Processual Civil
12403,"Altera a Lei nº 8.072, de 25 de Julho de 1990, o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940, e a Lei nº 10.826, de 22 de Dezembro de 2003.","Defesa e Segurança, Direito Penal e Processual Penal","['Altera a Lei nº 8.072', 'de 25 de Julho de 1990', 'o Decreto-Lei nº 2.848', 'de 7 de Dezembro de 1940', 'e a Lei nº 10.826', 'de 22 de Dezembro de 2003.']","['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4753092502554258,33,Direito e Defesa do Consumidor
12404,"Altera o Decreto-Lei nº 227, de 28 de Fevereiro de 1967.","Agricultura, Pecuária, Pesca e Extrativismo, Energia, Recursos Hídricos e Minerais","['Altera o Decreto-Lei nº 227', 'de 28 de Fevereiro de 1967.']","['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Energia', 'Recursos Hídricos e Minerais']",Agricultura,0.4260040372610092,36,Finanças Públicas e Orçamento
12410,"Altera a Lei nº 2.848, de 7 de dezembro de 1940.","Defesa e Segurança, Direito Penal e Processual Penal","['Altera a Lei nº 2.848', 'de 7 de dezembro de 1940.']","['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4370259415844212,35,Direitos Humanos e Minorias
12420,"Altera a Lei nº 7.210, de 11 d ejulho de 1984.",Direito Penal e Processual Penal,"['Altera a Lei nº 7.210', 'de 11 d ejulho de 1984.']",['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.42822436920621176,26,Direitos Humanos e Minorias
12428,"Alteração na Lei nº 9.472, de 16 de Julho de 1997.","Comunicações, Direito e Defesa do Consumidor","['Alteração na Lei nº 9.472', 'de 16 de Julho de 1997.']","['Comunicações', 'Direito e Defesa do Consumidor']",Comunicações,0.5108282839258512,32,Direito e Defesa do Consumidor
12435,"Altera a Lei nº 12.965, de 23 de abril de 2014.","Comunicações, Saúde","['Altera a Lei nº 12.965', 'de 23 de abril de 2014.']","['Comunicações', 'Saúde']",Comunicações,0.3542984518739912,17,Comunicações
12448,Altera a Lei nº 14.751 de 2023,"Administração Pública, Defesa e Segurança, Direitos Humanos e Minorias",['Altera a Lei nº 14.751 de 2023'],"['Administração Pública', 'Defesa e Segurança', 'Direitos Humanos e Minorias']",Administração Pública,0.44825035333633423,25,Finanças Públicas e Orçamento
12460,"Altera a Lei nº 13146, de 6 de julho de 2015.","Defesa e Segurança, Direito e Justiça, Direitos Humanos e Minorias, Educação","['Altera a Lei nº 13146', 'de 6 de julho de 2015.']","['Defesa e Segurança', 'Direito e Justiça', 'Direitos Humanos e Minorias', 'Educação']",Defesa e Segurança,0.43628384068954823,35,Direitos Humanos e Minorias
12484,Revoga a Lei nº 13.165 de 2015.,"Finanças Públicas e Orçamento, Política, Partidos e Eleições",['Revoga a Lei nº 13.165 de 2015.'],"['Finanças Públicas e Orçamento', 'Política', 'Partidos e Eleições']",Finanças Públicas e Orçamento,0.4544528126716614,45,Direitos Humanos e Minorias
12504,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002 e a Lei nº 10.741, de 1º de Outubro de 2003.","Direito Civil e Processual Civil, Direito e Defesa do Consumidor, Direito Penal e Processual Penal, Direitos Humanos e Minorias, Esporte e Lazer, Saúde","['Altera a Lei nº 10.406', 'de 10 de Janeiro de 2002 e a Lei nº 10.741', 'de 1º de Outubro de 2003.']","['Direito Civil e Processual Civil', 'Direito e Defesa do Consumidor', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias', 'Esporte e Lazer', 'Saúde']",Direito Civil e Processual Civil,0.5092516310429305,32,Direito e Defesa do Consumidor
12519,"Altera a Lei n. 6.404, de 15 de dezembro de 1976, Lei n. 11.033, de 21 de dezembro de 2004, Lei n. 14.430, de 3 de agosto de 2022.","Economia, Indústria, Comércio e Serviços","['Altera a Lei n. 6.404', 'de 15 de dezembro de 1976', 'Lei n. 11.033', 'de 21 de dezembro de 2004', 'Lei n. 14.430', 'de 3 de agosto de 2022.']","['Economia', 'Indústria', 'Comércio e Serviços']",Economia,0.4006240042547385,38,Direitos Humanos e Minorias
12523,"Altera a Lei nº 8.069, de 13 de Julho de 1990 e a Lei nº 12.965, de 23 de Abril de 2014.","Ciência, Tecnologia e Inovação, Comunicações, Direitos Humanos e Minorias","['Altera a Lei nº 8.069', 'de 13 de Julho de 1990 e a Lei nº 12.965', 'de 23 de Abril de 2014.']","['Ciência', 'Tecnologia e Inovação', 'Comunicações', 'Direitos Humanos e Minorias']",Ciência,0.4265752360224724,26,Direitos Humanos e Minorias
12551,"Altera a Lei nº 14.133, de 1º de abril de 2021.","Administração Pública, Indústria, Comércio e Serviços","['Altera a Lei nº 14.133', 'de 1º de abril de 2021.']","['Administração Pública', 'Indústria', 'Comércio e Serviços']",Administração Pública,0.414342372947269,47,Direitos Humanos e Minorias
12562,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002, e a Lei nº 4.591, de 16 de Dezembro de 1964","Direito Civil e Processual Civil, Política, Partidos e Eleições","['Altera a Lei nº 10.406', 'de 10 de Janeiro de 2002', 'e a Lei nº 4.591', 'de 16 de Dezembro de 1964']","['Direito Civil e Processual Civil', 'Política', 'Partidos e Eleições']",Direito Civil e Processual Civil,0.47768162139530834,1,Direito Civil e Processual Civil
12585,Altera o Decreto-Lei nº 2848/1940 e a Lei nº 9279/1996.,"Direito e Defesa do Consumidor, Direito Penal e Processual Penal, Indústria, Comércio e Serviços, Saúde",['Altera o Decreto-Lei nº 2848/1940 e a Lei nº 9279/1996.'],"['Direito e Defesa do Consumidor', 'Direito Penal e Processual Penal', 'Indústria', 'Comércio e Serviços', 'Saúde']",Direito e Defesa do Consumidor,0.4800203740596771,1,Direito Civil e Processual Civil
12618,Altera o Código-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Código-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.48926106095314026,49,Direito Civil e Processual Civil
12620,Altera o Decreto-lei nº 2.848 de 1940.,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4605071544647217,8,Direito Penal e Processual Penal
12633,Alter a Lei nº 9.504 de 1997.,"Política, Partidos e Eleições, Trabalho e Emprego",['Alter a Lei nº 9.504 de 1997.'],"['Política', 'Partidos e Eleições', 'Trabalho e Emprego']",Política,0.4424661695957184,43,Meio Ambiente e Desenvolvimento Sustentável
12656,Altera o Decreto-lei nº 5.452 de 1943 e a Lei nº 8.213 de 1991.,"Previdência e Assistência Social, Saúde, Trabalho e Emprego",['Altera o Decreto-lei nº 5.452 de 1943 e a Lei nº 8.213 de 1991.'],"['Previdência e Assistência Social', 'Saúde', 'Trabalho e Emprego']",Previdência e Assistência Social,0.4127747118473053,47,Direitos Humanos e Minorias
12661,Altera a Lei nº 9.605 de 1998.,"Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 9.605 de 1998.'],"['Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Penal e Processual Penal,0.44290706515312195,43,Meio Ambiente e Desenvolvimento Sustentável
12671,Altera a Lei nº 4.947 de 1966.,"Agricultura, Pecuária, Pesca e Extrativismo, Direito Civil e Processual Civil, Estrutura Fundiária",['Altera a Lei nº 4.947 de 1966.'],"['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Direito Civil e Processual Civil', 'Estrutura Fundiária']",Agricultura,0.5095847845077515,32,Direito e Defesa do Consumidor
12682,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002","Direito Civil e Processual Civil, Direitos Humanos e Minorias","['Altera a Lei nº 10.406', 'de 10 de Janeiro de 2002']","['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.4698192036670187,16,Direito Civil e Processual Civil
12697,Altera a Lei nº 14.973 de 2024.,"Direitos Humanos e Minorias, Finanças Públicas e Orçamento, Previdência e Assistência Social",['Altera a Lei nº 14.973 de 2024.'],"['Direitos Humanos e Minorias', 'Finanças Públicas e Orçamento', 'Previdência e Assistência Social']",Direitos Humanos e Minorias,0.4354687035083771,35,Direitos Humanos e Minorias
12735,"Altera a Lei nº 9.503, de 23 de Setembro de 1997.","Cidades e Desenvolvimento Urbano, Viação, Transporte e Mobilidade","['Altera a Lei nº 9.503', 'de 23 de Setembro de 1997.']","['Cidades e Desenvolvimento Urbano', 'Viação', 'Transporte e Mobilidade']",Cidades e Desenvolvimento Urbano,0.4630826737018342,34,Direito Penal e Processual Penal
12738,Altera a Lei nº 8.001de 1990.,"Economia, Energia, Recursos Hídricos e Minerais, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 8.001de 1990.'],"['Economia', 'Energia', 'Recursos Hídricos e Minerais', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Economia,0.41403740644454956,47,Direitos Humanos e Minorias
12749,"Altera a Lei nº 13.105, de 16 de março de 2015.",Direito e Justiça,"['Altera a Lei nº 13.105', 'de 16 de março de 2015.']",['Direito e Justiça'],Direito e Justiça,0.43095869024594624,0,Trabalho e Emprego
12772,"Altera a Lei nº 14.790, de 29 de Dezembro de 2023.","Direito Penal e Processual Penal, Esporte e Lazer","['Altera a Lei nº 14.790', 'de 29 de Dezembro de 2023.']","['Direito Penal e Processual Penal', 'Esporte e Lazer']",Direito Penal e Processual Penal,0.47056787088513374,16,Direito Civil e Processual Civil
12781,"Altera a Lei nº 7.565, de 19 de dezembro de 1986.","Indústria, Comércio e Serviços, Viação, Transporte e Mobilidade","['Altera a Lei nº 7.565', 'de 19 de dezembro de 1986.']","['Indústria', 'Comércio e Serviços', 'Viação', 'Transporte e Mobilidade']",Indústria,0.4151954726969942,30,Finanças Públicas e Orçamento
12782,"Altera a Lei nº 9.394, de 20 de dezembro de 1996.","Comunicações, Educação","['Altera a Lei nº 9.394', 'de 20 de dezembro de 1996.']","['Comunicações', 'Educação']",Comunicações,0.3299736735668588,13,Educação
12802,"Altera a Lei nº 12.965, de 23 de abril de 2014.","Direito Civil e Processual Civil, Direito e Defesa do Consumidor, Economia, Indústria, Comércio e Serviços","['Altera a Lei nº 12.965', 'de 23 de abril de 2014.']","['Direito Civil e Processual Civil', 'Direito e Defesa do Consumidor', 'Economia', 'Indústria', 'Comércio e Serviços']",Direito Civil e Processual Civil,0.4817127108573913,41,Direito Penal e Processual Penal
12819,Altera a Lei nº 12.850 de de 2013 e o Decreto-lei nº 2.848 de 1940.,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera a Lei nº 12.850 de de 2013 e o Decreto-lei nº 2.848 de 1940.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.45878151059150696,8,Direito Penal e Processual Penal
12825,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940.","Defesa e Segurança, Direito Penal e Processual Penal","['Altera o Decreto-Lei nº 2.848', 'de 7 de dezembro de 1940.']","['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.45990015787106975,8,Direito Penal e Processual Penal
12828,"Altera a Lei nº 11.771, de 17 de Setembro de 2008.","Direito e Defesa do Consumidor, Direitos Humanos e Minorias, Indústria, Comércio e Serviços, Turismo","['Altera a Lei nº 11.771', 'de 17 de Setembro de 2008.']","['Direito e Defesa do Consumidor', 'Direitos Humanos e Minorias', 'Indústria', 'Comércio e Serviços', 'Turismo']",Direito e Defesa do Consumidor,0.5047121060391266,40,Direito e Defesa do Consumidor
12830,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940.","Direito Penal e Processual Penal, Direitos Humanos e Minorias","['Altera o Decreto-Lei nº 2.848', 'de 7 de Dezembro de 1940.']","['Direito Penal e Processual Penal', 'Direitos Humanos e Minorias']",Direito Penal e Processual Penal,0.46983871746946265,16,Direito Civil e Processual Civil
12832,"Altera a Lei nº 10.098, de 19 de Dezembro de 2000 e a Lei nº 13.146, de 6 de Julho de 2015.","Comunicações, Direitos Humanos e Minorias","['Altera a Lei nº 10.098', 'de 19 de Dezembro de 2000 e a Lei nº 13.146', 'de 6 de Julho de 2015.']","['Comunicações', 'Direitos Humanos e Minorias']",Comunicações,0.4405303032233797,7,Finanças Públicas e Orçamento
12840,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940.","Defesa e Segurança, Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável","['Altera o Decreto-Lei nº 2.848', 'de 7 de dezembro de 1940.']","['Defesa e Segurança', 'Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Defesa e Segurança,0.45990015787106975,8,Direito Penal e Processual Penal
12860,Altera a lei nº 8.906 de 1994.,"Direito e Justiça, Trabalho e Emprego",['Altera a lei nº 8.906 de 1994.'],"['Direito e Justiça', 'Trabalho e Emprego']",Direito e Justiça,0.37158796191215515,2,Defesa e Segurança
12872,"Altera a Lei nº 9.985, de 18 de Julho de 2000 e a Lei nº 9.605, de 12 de Fevereiro de 1998.","Direito Penal e Processual Penal, Meio Ambiente e Desenvolvimento Sustentável","['Altera a Lei nº 9.985', 'de 18 de Julho de 2000 e a Lei nº 9.605', 'de 12 de Fevereiro de 1998.']","['Direito Penal e Processual Penal', 'Meio Ambiente e Desenvolvimento Sustentável']",Direito Penal e Processual Penal,0.4518183038152498,12,Direito Penal e Processual Penal
12877,"Altera a Lei nº 9.472, de 16 de Julho de 1997.","Comunicações, Defesa e Segurança, Direito Penal e Processual Penal","['Altera a Lei nº 9.472', 'de 16 de Julho de 1997.']","['Comunicações', 'Defesa e Segurança', 'Direito Penal e Processual Penal']",Comunicações,0.4604971002448689,8,Direito Penal e Processual Penal
12886,Altera a Lei nº 14.701 de 2023.,"Direitos Humanos e Minorias, Estrutura Fundiária",['Altera a Lei nº 14.701 de 2023.'],"['Direitos Humanos e Minorias', 'Estrutura Fundiária']",Direitos Humanos e Minorias,0.43079885840415955,0,Trabalho e Emprego
12889,Altera a Lei nº 5070 dem 1966.,Comunicações,['Altera a Lei nº 5070 dem 1966.'],['Comunicações'],Comunicações,0.3784148693084717,22,Educação
12914,Altera a Lei nº 8072/1990.,"Direito Penal e Processual Penal, Saúde, Trabalho e Emprego",['Altera a Lei nº 8072/1990.'],"['Direito Penal e Processual Penal', 'Saúde', 'Trabalho e Emprego']",Direito Penal e Processual Penal,0.48628342151641846,19,Direito e Defesa do Consumidor
12920,Altera a Lei nº 8.069 de 1990.,"Defesa e Segurança, Direito Penal e Processual Penal, Direitos Humanos e Minorias, Saúde",['Altera a Lei nº 8.069 de 1990.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal', 'Direitos Humanos e Minorias', 'Saúde']",Defesa e Segurança,0.48255655169487,41,Direito Penal e Processual Penal
12946,Altera a Lei nº 7.713 de 1988.,"Educação, Finanças Públicas e Orçamento, Trabalho e Emprego",['Altera a Lei nº 7.713 de 1988.'],"['Educação', 'Finanças Públicas e Orçamento', 'Trabalho e Emprego']",Educação,0.42103099822998047,15,Direitos Humanos e Minorias
12949,Altera a Lei nº 6.938  de 1981.,"Administração Pública, Direito Civil e Processual Civil, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei nº 6.938  de 1981.'],"['Administração Pública', 'Direito Civil e Processual Civil', 'Meio Ambiente e Desenvolvimento Sustentável']",Administração Pública,0.4825741946697235,41,Direito Penal e Processual Penal
12951,Altera o Decreto nº. 3.689 de 1941.,Direito Penal e Processual Penal,['Altera o Decreto nº. 3.689 de 1941.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.46921616792678833,16,Direito Civil e Processual Civil
12965,Altera a Lei Federal nº 9.393 de 1996.,"Agricultura, Pecuária, Pesca e Extrativismo, Finanças Públicas e Orçamento, Meio Ambiente e Desenvolvimento Sustentável",['Altera a Lei Federal nº 9.393 de 1996.'],"['Agricultura', 'Pecuária', 'Pesca e Extrativismo', 'Finanças Públicas e Orçamento', 'Meio Ambiente e Desenvolvimento Sustentável']",Agricultura,0.4104565680027008,6,Finanças Públicas e Orçamento
13010,"Altera a Lei nº 13.146, de 6 de julho de 2015; Lei nº 12.764, de 27 de dezembro de 2012, Lei nº 4.737, de 15 de julho de 1965; Lei nº 9.096, de 19 de setembro de 1995","Direitos Humanos e Minorias, Política, Partidos e Eleições","['Altera a Lei nº 13.146', 'de 6 de julho de 2015', 'Lei nº 12.764', 'de 27 de dezembro de 2012', 'Lei nº 4.737', 'de 15 de julho de 1965', 'Lei nº 9.096', 'de 19 de setembro de 1995']","['Direitos Humanos e Minorias', 'Política', 'Partidos e Eleições']",Direitos Humanos e Minorias,0.41397473059202494,47,Direitos Humanos e Minorias
13016,Altera a Lei nº 9.782  de 1999.,"Indústria, Comércio e Serviços, Saúde",['Altera a Lei nº 9.782  de 1999.'],"['Indústria', 'Comércio e Serviços', 'Saúde']",Indústria,0.3721945583820343,2,Defesa e Segurança
13019,Altera o Decreto-lei 5.452 de 1943.,Trabalho e Emprego,['Altera o Decreto-lei 5.452 de 1943.'],['Trabalho e Emprego'],Trabalho e Emprego,0.4417480528354645,43,Meio Ambiente e Desenvolvimento Sustentável
13021,Altera o Decreto-lei 5.452 de 1943.,"Direito e Justiça, Direitos Humanos e Minorias, Trabalho e Emprego",['Altera o Decreto-lei 5.452 de 1943.'],"['Direito e Justiça', 'Direitos Humanos e Minorias', 'Trabalho e Emprego']",Direito e Justiça,0.4417480528354645,43,Meio Ambiente e Desenvolvimento Sustentável
13062,Altera o Decreto-lei nº 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei nº 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4605073034763336,8,Direito Penal e Processual Penal
13073,Altera a Lei nº 8.987 de 1995.,"Administração Pública, Direitos Humanos e Minorias",['Altera a Lei nº 8.987 de 1995.'],"['Administração Pública', 'Direitos Humanos e Minorias']",Administração Pública,0.432597815990448,0,Trabalho e Emprego
13080,Altera as Leis nº 9.430 de 1996 e 12.973 de 2014.,"Economia, Finanças Públicas e Orçamento, Indústria, Comércio e Serviços, Relações Internacionais e Comércio Exterior",['Altera as Leis nº 9.430 de 1996 e 12.973 de 2014.'],"['Economia', 'Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços', 'Relações Internacionais e Comércio Exterior']",Economia,0.43357208371162415,0,Trabalho e Emprego
13084,Altera a Lei nº 8.072 de 1990.,"Defesa e Segurança, Direito Penal e Processual Penal",['Altera a Lei nº 8.072 de 1990.'],"['Defesa e Segurança', 'Direito Penal e Processual Penal']",Defesa e Segurança,0.4734257757663727,39,Direito Penal e Processual Penal
13087,Altera a Lei nº 9.394 de 1996.,"Educação, Esporte e Lazer, Saúde",['Altera a Lei nº 9.394 de 1996.'],"['Educação', 'Esporte e Lazer', 'Saúde']",Educação,0.44574829936027527,42,Direitos Humanos e Minorias
13104,Altera as Leis nº 14.790 de 2023 e 13.756 de  2018.,"Direito e Defesa do Consumidor, Direitos Humanos e Minorias, Esporte e Lazer, Saúde",['Altera as Leis nº 14.790 de 2023 e 13.756 de  2018.'],"['Direito e Defesa do Consumidor', 'Direitos Humanos e Minorias', 'Esporte e Lazer', 'Saúde']",Direito e Defesa do Consumidor,0.47305959463119507,39,Direito Penal e Processual Penal
13109,"Altera o Decreto-Lei nº 227, de 28 de fevereiro de 1967.","Energia, Recursos Hídricos e Minerais, Meio Ambiente e Desenvolvimento Sustentável","['Altera o Decreto-Lei nº 227', 'de 28 de fevereiro de 1967.']","['Energia', 'Recursos Hídricos e Minerais', 'Meio Ambiente e Desenvolvimento Sustentável']",Energia,0.43086831271648407,0,Trabalho e Emprego
13130,Altera as Leis nº 5.821 de 1972; 12.086 de 2009 e 14.751 de 2023.,"Defesa e Segurança, Homenagens e Datas Comemorativas, Processo Legislativo e Atuação Parlamentar, Trabalho e Emprego","['Altera as Leis nº 5.821 de 1972', '12.086 de 2009 e 14.751 de 2023.']","['Defesa e Segurança', 'Homenagens e Datas Comemorativas', 'Processo Legislativo e Atuação Parlamentar', 'Trabalho e Emprego']",Defesa e Segurança,0.5026931535629998,40,Direito e Defesa do Consumidor
13131,"Altera as Leis nº 13.675 de 2018; 9.266 de 1996, 14.735 de 2023; 14.751 de 2023 e 13.022 de 2014.","Administração Pública, Defesa e Segurança, Trabalho e Emprego","['Altera as Leis nº 13.675 de 2018', '9.266 de 1996', '14.735 de 2023', '14.751 de 2023 e 13.022 de 2014.']","['Administração Pública', 'Defesa e Segurança', 'Trabalho e Emprego']",Administração Pública,0.4231140731455206,36,Finanças Públicas e Orçamento
13168,Altera a Lei nº 14.790 de 2023.,"Direito Penal e Processual Penal, Esporte e Lazer",['Altera a Lei nº 14.790 de 2023.'],"['Direito Penal e Processual Penal', 'Esporte e Lazer']",Direito Penal e Processual Penal,0.47303876280784607,39,Direito Penal e Processual Penal
13178,"Altera a Lei nº 13.431, de 4 de Abril de 2017.","Administração Pública, Defesa e Segurança, Direitos Humanos e Minorias","['Altera a Lei nº 13.431', 'de 4 de Abril de 2017.']","['Administração Pública', 'Defesa e Segurança', 'Direitos Humanos e Minorias']",Administração Pública,0.47039981186389923,16,Direito Civil e Processual Civil
13196,"Altera a Lei nº 8.989, de 24 de Fevereiro de 1995.","Finanças Públicas e Orçamento, Indústria, Comércio e Serviços, Viação, Transporte e Mobilidade","['Altera a Lei nº 8.989', 'de 24 de Fevereiro de 1995.']","['Finanças Públicas e Orçamento', 'Indústria', 'Comércio e Serviços', 'Viação', 'Transporte e Mobilidade']",Finanças Públicas e Orçamento,0.4645376820117235,34,Direito Penal e Processual Penal
13201,"Altera a Lei nº 11.771, de 17 de setembro de 2008.","Economia, Meio Ambiente e Desenvolvimento Sustentável, Turismo","['Altera a Lei nº 11.771', 'de 17 de setembro de 2008.']","['Economia', 'Meio Ambiente e Desenvolvimento Sustentável', 'Turismo']",Economia,0.4500621246794859,12,Direito Penal e Processual Penal
13211,Altera o Decreto-lei 2.848 de 1940.,Direito Penal e Processual Penal,['Altera o Decreto-lei 2.848 de 1940.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.4635851979255676,34,Direito Penal e Processual Penal
13277,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940 e a Lei nº 9.504, de 30 de Setembro de 1997.","Direito Penal e Processual Penal, Política, Partidos e Eleições","['Altera o Decreto-Lei nº 2.848', 'de 7 de Dezembro de 1940 e a Lei nº 9.504', 'de 30 de Setembro de 1997.']","['Direito Penal e Processual Penal', 'Política', 'Partidos e Eleições']",Direito Penal e Processual Penal,0.48484724294394255,19,Direito e Defesa do Consumidor
13311,Altera a Lei nº 12.850 de 2013.,Direito Penal e Processual Penal,['Altera a Lei nº 12.850 de 2013.'],['Direito Penal e Processual Penal'],Direito Penal e Processual Penal,0.45731645822525024,29,Direitos Humanos e Minorias
13327,"Altera a Lei nº 14.790, de 2023.","Comunicações, Direito e Defesa do Consumidor, Esporte e Lazer","['Altera a Lei nº 14.790', 'de 2023.']","['Comunicações', 'Direito e Defesa do Consumidor', 'Esporte e Lazer']",Comunicações,0.48847639759381606,49,Direito Civil e Processual Civil
13451,Altera a Lei nº 12.340 de 2010.,"Administração Pública, Defesa e Segurança, Meio Ambiente e Desenvolvimento Sustentável, Saúde",['Altera a Lei nº 12.340 de 2010.'],"['Administração Pública', 'Defesa e Segurança', 'Meio Ambiente e Desenvolvimento Sustentável', 'Saúde']",Administração Pública,0.44783300161361694,25,Finanças Públicas e Orçamento
13495,Altera o Decreto-lei nº5.452 de 1943.,"Direito e Justiça, Trabalho e Emprego",['Altera o Decreto-lei nº5.452 de 1943.'],"['Direito e Justiça', 'Trabalho e Emprego']",Direito e Justiça,0.44158345460891724,43,Meio Ambiente e Desenvolvimento Sustentável
13497,Altera a Lei nº 10.406 de 2002.,"Direito Civil e Processual Civil, Direitos Humanos e Minorias",['Altera a Lei nº 10.406 de 2002.'],"['Direito Civil e Processual Civil', 'Direitos Humanos e Minorias']",Direito Civil e Processual Civil,0.5009211301803589,10,Direito Civil e Processual Civil
13498,Altera o Decreto-lei nº 2.848 de 1940.,"Direito Penal e Processual Penal, Previdência e Assistência Social",['Altera o Decreto-lei nº 2.848 de 1940.'],"['Direito Penal e Processual Penal', 'Previdência e Assistência Social']",Direito Penal e Processual Penal,0.46050721406936646,8,Direito Penal e Processual Penal
